unix_time_s,voltage_a0,voltage_a3
1776087243.228599,1.810100,1.020300
1776087243.233619,1.387400,1.013900
1776087243.243478,1.160000,1.002300
1776087243.247397,1.654800,1.009900
1776087243.249101,1.808300,1.021200
1776087243.253622,1.385600,1.014200
1776087243.258617,1.157000,1.001600
1776087243.263653,1.651100,1.009600
1776087243.268616,1.805200,1.021500
1776087243.273617,1.381900,1.013900
1776087243.278608,1.154200,1.001300
1776087243.283605,1.650800,1.009300
1776087243.289031,1.807700,1.021500
1776087243.297518,1.384400,1.013600
1776087243.298669,1.157000,1.001600
1776087243.303601,1.652300,1.010200
1776087243.308610,1.808300,1.020900
1776087243.313609,1.384100,1.013900
1776087243.318608,1.154600,1.001300
1776087243.323621,1.653200,1.009600
1776087243.328617,1.809500,1.020600
1776087243.333612,1.386500,1.013900
1776087243.339064,1.164300,1.001600
1776087243.346195,1.661200,1.009600
1776087243.349086,1.818000,1.021500
1776087243.353617,1.392900,1.014500
1776087243.358606,1.167400,1.002000
1776087243.363660,1.662700,1.009900
1776087243.368636,1.816800,1.021500
1776087243.373615,1.392300,1.015100
1776087243.378614,1.165500,1.002000
1776087243.383614,1.659600,1.010200
1776087243.389115,1.815600,1.020900
1776087243.396117,1.388900,1.014500
1776087243.398855,1.162800,1.002300
1776087243.403628,1.658100,1.009600
1776087243.408612,1.813200,1.021500
1776087243.413608,1.388600,1.013900
1776087243.418623,1.166100,1.002000
1776087243.423602,1.662400,1.009900
1776087243.428608,1.822600,1.021800
1776087243.433616,1.396300,1.014500
1776087243.441240,1.177700,1.002000
1776087243.445869,1.673400,1.009900
1776087243.449581,1.836400,1.021500
1776087243.453611,1.409100,1.014500
1776087243.458610,1.190600,1.003200
1776087243.463597,1.684400,1.010500
1776087243.468603,1.844300,1.021200
1776087243.473611,1.414600,1.014500
1776087243.478612,1.194200,1.002300
1776087243.483603,1.685900,1.010500
1776087243.489126,1.844300,1.021800
1776087243.496247,1.412700,1.014500
1776087243.498803,1.188100,1.002000
1776087243.503607,1.681600,1.010500
1776087243.508611,1.836000,1.021500
1776087243.513716,1.408200,1.014200
1776087243.518610,1.186900,1.002300
1776087243.523601,1.680100,1.010200
1776087243.528613,1.835700,1.021500
1776087243.533613,1.407300,1.014500
1776087243.539019,1.186600,1.002300
1776087243.545807,1.678900,1.010200
1776087243.548931,1.831500,1.021200
1776087243.553641,1.401800,1.014500
1776087243.558612,1.177100,1.002300
1776087243.563615,1.671900,1.009900
1776087243.568614,1.822900,1.021500
1776087243.573623,1.396300,1.014500
1776087243.578613,1.177400,1.002300
1776087243.583616,1.671200,1.010200
1776087243.588968,1.827200,1.021800
1776087243.595837,1.401100,1.014800
1776087243.598638,1.189000,1.002300
1776087243.603609,1.682800,1.009900
1776087243.608612,1.846400,1.021500
1776087243.613619,1.416400,1.014800
1776087243.618613,1.199700,1.002600
1776087243.623610,1.694100,1.010500
1776087243.628607,1.855000,1.022100
1776087243.633612,1.421900,1.014800
1776087243.640364,1.203700,1.002600
1776087243.645915,1.696600,1.010200
1776087243.649159,1.852800,1.021800
1776087243.653630,1.421300,1.014500
1776087243.658614,1.202800,1.002600
1776087243.663605,1.693500,1.010200
1776087243.668609,1.845800,1.021500
1776087243.673611,1.414600,1.014800
1776087243.678616,1.188400,1.002000
1776087243.683600,1.680700,1.010200
1776087243.692188,1.823500,1.021200
1776087243.695810,1.393500,1.014500
1776087243.699014,1.161300,1.002600
1776087243.703611,1.654500,1.009600
1776087243.708605,1.791800,1.020600
1776087243.713612,1.365700,1.013900
1776087243.718604,1.138700,1.000700
1776087243.723612,1.636800,1.009000
1776087243.728617,1.777500,1.020300
1776087243.733605,1.354800,1.009900
1776087243.740166,1.134700,0.998900
1776087243.746374,1.634900,1.008100
1776087243.748680,1.781100,1.019700
1776087243.753620,1.361200,1.012900
1776087243.758617,1.143600,1.001600
1776087243.763619,1.644700,1.009600
1776087243.768609,1.796700,1.020900
1776087243.773615,1.374300,1.013600
1776087243.778618,1.156400,1.001300
1776087243.783597,1.657500,1.010500
1776087243.791071,1.807400,1.020900
1776087243.795874,1.381600,1.013900
1776087243.798649,1.161300,1.002000
1776087243.803611,1.659600,1.009600
1776087243.808603,1.805200,1.020600
1776087243.813604,1.378600,1.014500
1776087243.818604,1.158500,1.002300
1776087243.823605,1.657500,1.009900
1776087243.828606,1.805200,1.020900
1776087243.833606,1.380100,1.013900
1776087243.839087,1.166500,1.002300
1776087243.846505,1.665800,1.009600
1776087243.849318,1.820500,1.021200
1776087243.853619,1.395300,1.014800
1776087243.858622,1.182000,1.002300
1776087243.863627,1.679500,1.010200
1776087243.868606,1.836400,1.021500
1776087243.873609,1.405700,1.014500
1776087243.878609,1.193600,1.002300
1776087243.883633,1.689300,1.010800
1776087243.889104,1.845500,1.021800
1776087243.896056,1.414000,1.014800
1776087243.899088,1.197900,1.002300
1776087243.903608,1.691400,1.010500
1776087243.908681,1.843100,1.021500
1776087243.913607,1.410000,1.014200
1776087243.918606,1.195400,1.002300
1776087243.923615,1.686800,1.010200
1776087243.928609,1.838200,1.021800
1776087243.933611,1.406000,1.014500
1776087243.942079,1.192100,1.002600
1776087243.945817,1.685600,1.010500
1776087243.948632,1.834200,1.021200
1776087243.953616,1.402700,1.014500
1776087243.958607,1.182600,1.002300
1776087243.963614,1.678000,1.009900
1776087243.968619,1.815600,1.021200
1776087243.973605,1.385900,1.013900
1776087243.978610,1.163700,1.002300
1776087243.983597,1.660000,1.010200
1776087243.990162,1.797300,1.020900
1776087243.995712,1.372500,1.013900
1776087243.999168,1.148800,1.001600
1776087244.003615,1.649600,1.009900
1776087244.008600,1.791500,1.020600
1776087244.013676,1.367000,1.014200
1776087244.018612,1.149700,1.001300
1776087244.023616,1.651400,1.009600
1776087244.028609,1.797600,1.020600
1776087244.033611,1.372800,1.014200
1776087244.041027,1.157000,1.001300
1776087244.045909,1.657200,1.009300
1776087244.049194,1.798800,1.021200
1776087244.053615,1.373100,1.013900
1776087244.058617,1.154600,1.001300
1776087244.063612,1.653500,1.009300
1776087244.068601,1.793900,1.020900
1776087244.073610,1.367000,1.013900
1776087244.078606,1.146600,1.001600
1776087244.083611,1.648400,1.009300
1776087244.089204,1.786900,1.020900
1776087244.096075,1.363000,1.013600
1776087244.099218,1.142000,1.001300
1776087244.103616,1.645000,1.009900
1776087244.108604,1.783900,1.020300
1776087244.113613,1.359000,1.013600
1776087244.118610,1.139600,1.001300
1776087244.123612,1.641600,1.009300
1776087244.128612,1.779900,1.020300
1776087244.133626,1.357800,1.013600
1776087244.139032,1.141700,1.001600
1776087244.145953,1.645300,1.009600
1776087244.148644,1.790300,1.020600
1776087244.153607,1.365100,1.013600
1776087244.158605,1.153900,1.001300
1776087244.163615,1.654200,1.009900
1776087244.168598,1.799100,1.020900
1776087244.173604,1.373700,1.014200
1776087244.178608,1.159700,1.001300
1776087244.183611,1.660900,1.009900
1776087244.192135,1.807700,1.021200
1776087244.195785,1.381300,1.013900
1776087244.198623,1.171600,1.002600
1776087244.203616,1.671900,1.009900
1776087244.208614,1.820800,1.022100
1776087244.213617,1.392600,1.014800
1776087244.218604,1.184800,1.002300
1776087244.223614,1.682500,1.010500
1776087244.228618,1.832100,1.021800
1776087244.233604,1.400800,1.014800
1776087244.239119,1.189300,1.002900
1776087244.246225,1.684400,1.010500
1776087244.248978,1.830300,1.021800
1776087244.253624,1.398700,1.014800
1776087244.258621,1.190000,1.002300
1776087244.263606,1.686200,1.010500
1776087244.268628,1.838200,1.021500
1776087244.273611,1.406900,1.014500
1776087244.278611,1.197900,1.002300
1776087244.283621,1.691700,1.010500
1776087244.289029,1.838200,1.022100
1776087244.295790,1.404200,1.014800
1776087244.298678,1.190900,1.002600
1776087244.303610,1.684400,1.010200
1776087244.308616,1.830900,1.021500
1776087244.313617,1.398700,1.015100
1776087244.318603,1.188700,1.002300
1776087244.323612,1.684100,1.010200
1776087244.328620,1.829000,1.021800
1776087244.333618,1.398700,1.014500
1776087244.339011,1.187500,1.002300
1776087244.346070,1.683100,1.010200
1776087244.349092,1.831500,1.021800
1776087244.353603,1.398700,1.014200
1776087244.358611,1.190000,1.002000
1776087244.363611,1.687100,1.010500
1776087244.368604,1.831500,1.021800
1776087244.373607,1.401500,1.014800
1776087244.378605,1.189300,1.002600
1776087244.383620,1.685900,1.010500
1776087244.392109,1.830900,1.021800
1776087244.395972,1.398400,1.014800
1776087244.398743,1.186900,1.002600
1776087244.403608,1.683500,1.010200
1776087244.408617,1.831800,1.021800
1776087244.413619,1.400800,1.014800
1776087244.418615,1.190600,1.002300
1776087244.423609,1.686200,1.010500
1776087244.428610,1.835100,1.021800
1776087244.433607,1.401800,1.015400
1776087244.439003,1.191200,1.002300
1776087244.445884,1.686800,1.010500
1776087244.448652,1.833300,1.021800
1776087244.453612,1.398700,1.014500
1776087244.458613,1.188100,1.002300
1776087244.463605,1.683100,1.010500
1776087244.468617,1.829600,1.021500
1776087244.473611,1.396900,1.014500
1776087244.478610,1.182600,1.002300
1776087244.483628,1.680100,1.010500
1776087244.488952,1.821700,1.021200
1776087244.495871,1.389200,1.014500
1776087244.498664,1.171000,1.002000
1776087244.503615,1.669700,1.010200
1776087244.508617,1.805800,1.021200
1776087244.513613,1.378300,1.014200
1776087244.518608,1.159400,1.001300
1776087244.523614,1.656900,1.009900
1776087244.528601,1.789700,1.020900
1776087244.533614,1.362700,1.013200
1776087244.539121,1.138700,1.001000
1776087244.545804,1.639800,1.009000
1776087244.549226,1.768600,1.012900
1776087244.553612,1.344700,1.006500
1776087244.558610,1.125900,0.996500
1776087244.563614,1.628500,1.006200
1776087244.568613,1.759800,1.011100
1776087244.573614,1.336100,1.005600
1776087244.578626,1.117900,0.995800
1776087244.583611,1.623600,1.005600
1776087244.592214,1.757300,1.010200
1776087244.595626,1.335500,1.005000
1776087244.598655,1.119100,0.995800
1776087244.603614,1.626100,1.006200
1776087244.608612,1.762500,1.010500
1776087244.613614,1.342200,1.005300
