unix_time_s,voltage_a0,voltage_a3
1775750040.931695,0.687600,0.931800
1775750040.940505,0.687600,0.933600
1775750040.944028,0.687900,0.934800
1775750040.946753,0.687600,0.933000
1775750040.951689,0.687600,0.931800
1775750040.956684,0.688200,0.933600
1775750040.962473,0.688200,0.934500
1775750040.966695,0.688200,0.932700
1775750040.971693,0.687600,0.932400
1775750040.976690,0.688200,0.933300
1775750040.981718,0.688800,0.934800
1775750040.989106,0.688200,0.933000
1775750040.993558,0.688200,0.931800
1775750040.996743,0.689400,0.933600
1775750041.001696,0.689100,0.934500
1775750041.006700,0.689100,0.932700
1775750041.011718,0.688800,0.932100
1775750041.016720,0.689100,0.933900
1775750041.021682,0.688200,0.934800
1775750041.026683,0.689100,0.933000
1775750041.031676,0.690000,0.932100
1775750041.041045,0.689400,0.933000
1775750041.042101,0.690000,0.934500
1775750041.046724,0.690000,0.933000
1775750041.051673,0.690300,0.931800
1775750041.056733,0.689400,0.933000
1775750041.061679,0.689400,0.933900
1775750041.066689,0.690300,0.933000
1775750041.071824,0.690700,0.931800
1775750041.076688,0.689400,0.933000
1775750041.081680,0.690000,0.934800
1775750041.090929,0.690000,0.933000
1775750041.094409,0.689400,0.931800
1775750041.096791,0.690700,0.933000
1775750041.101717,0.690700,0.934500
1775750041.106683,0.691000,0.933000
1775750041.111687,0.689700,0.932100
1775750041.116718,0.691000,0.933600
1775750041.121722,0.690700,0.935400
1775750041.126703,0.691300,0.933000
1775750041.131707,0.690000,0.932100
1775750041.139678,0.691000,0.933600
1775750041.144394,0.690700,0.934500
1775750041.147177,0.691000,0.932700
1775750041.151682,0.691600,0.932100
1775750041.156701,0.691900,0.933000
1775750041.161701,0.690000,0.934200
1775750041.166695,0.691600,0.933600
1775750041.171687,0.692500,0.931800
1775750041.176697,0.691900,0.933300
1775750041.181715,0.691600,0.934200
1775750041.193134,0.690700,0.933000
1775750041.194424,0.691600,0.931500
1775750041.197380,0.691900,0.933300
1775750041.201698,0.692800,0.933900
1775750041.206710,0.691900,0.933000
1775750041.211681,0.692800,0.931500
1775750041.216676,0.693100,0.933300
1775750041.221707,0.692500,0.934200
1775750041.226698,0.692200,0.933000
1775750041.231680,0.692500,0.932400
1775750041.238973,0.692800,0.933000
1775750041.243911,0.692500,0.934200
1775750041.246713,0.693100,0.932400
1775750041.251726,0.692800,0.931500
1775750041.256685,0.693100,0.933000
1775750041.261678,0.692500,0.934200
1775750041.266691,0.692800,0.933000
1775750041.271693,0.693100,0.932100
1775750041.276697,0.694300,0.933000
1775750041.281687,0.693100,0.934200
1775750041.290670,0.692800,0.933300
1775750041.294173,0.692800,0.931800
1775750041.296725,0.694000,0.933900
1775750041.301688,0.693700,0.934500
1775750041.306679,0.694000,0.933000
1775750041.311684,0.694300,0.931800
1775750041.316690,0.693100,0.933300
1775750041.321676,0.694300,0.934200
1775750041.326683,0.693100,0.933000
1775750041.331899,0.694900,0.931500
1775750041.338821,0.693700,0.933600
1775750041.344092,0.694300,0.934800
1775750041.346687,0.693100,0.933300
1775750041.351692,0.694000,0.932400
1775750041.356684,0.695500,0.933000
1775750041.361687,0.694300,0.934800
1775750041.366685,0.694900,0.933000
1775750041.371685,0.694300,0.931800
1775750041.376680,0.694300,0.933300
1775750041.381701,0.696500,0.934500
1775750041.390604,0.694300,0.933000
1775750041.394949,0.695500,0.931800
1775750041.396697,0.695200,0.933300
1775750041.401690,0.695200,0.934200
1775750041.407024,0.695200,0.933300
1775750041.411674,0.695500,0.931800
1775750041.416665,0.695500,0.933600
1775750041.421688,0.695500,0.934500
1775750041.426696,0.695800,0.933000
1775750041.431708,0.695500,0.931800
1775750041.438685,0.696100,0.933300
1775750041.443991,0.695200,0.934800
1775750041.446777,0.695800,0.933300
1775750041.451677,0.694900,0.932100
1775750041.456691,0.695500,0.933600
1775750041.461686,0.696100,0.934800
1775750041.466689,0.696100,0.933000
1775750041.471684,0.695500,0.931800
1775750041.476688,0.695500,0.933600
1775750041.481711,0.695500,0.934500
1775750041.491886,0.695500,0.933000
1775750041.495074,0.696500,0.931800
1775750041.496673,0.695800,0.933000
1775750041.501684,0.695500,0.934800
1775750041.506681,0.696100,0.932700
1775750041.511712,0.696100,0.931800
1775750041.516696,0.696500,0.933300
1775750041.521701,0.696800,0.933900
1775750041.526716,0.696800,0.933300
1775750041.531706,0.695800,0.931800
1775750041.538939,0.696500,0.933300
1775750041.544151,0.696800,0.934200
1775750041.546814,0.695500,0.933300
1775750041.551691,0.695500,0.931800
1775750041.556690,0.697400,0.933600
1775750041.561712,0.697100,0.934200
1775750041.566691,0.696100,0.933300
1775750041.571680,0.696100,0.931800
1775750041.576671,0.696500,0.933300
1775750041.581676,0.697400,0.934500
1775750041.589694,0.697100,0.933300
1775750041.594301,0.696800,0.932100
1775750041.596774,0.697100,0.933600
1775750041.603160,0.697400,0.934200
1775750041.606678,0.696800,0.933000
1775750041.611668,0.696800,0.932100
1775750041.616695,0.697700,0.933000
1775750041.621695,0.697700,0.934500
1775750041.626711,0.696800,0.933000
1775750041.631735,0.696800,0.932400
1775750041.639324,0.697100,0.933300
1775750041.645502,0.699200,0.934800
1775750041.646691,0.697400,0.933300
1775750041.651686,0.697700,0.931500
1775750041.656687,0.698000,0.933000
1775750041.661691,0.697700,0.934200
1775750041.666677,0.698000,0.933300
1775750041.671683,0.698000,0.931800
1775750041.676670,0.698000,0.933000
1775750041.681683,0.698000,0.934200
1775750041.690509,0.697700,0.933300
1775750041.693941,0.698000,0.931500
1775750041.696820,0.697400,0.933000
1775750041.701680,0.697700,0.934800
1775750041.706694,0.698000,0.933000
1775750041.711688,0.697700,0.932100
1775750041.716683,0.697700,0.933000
1775750041.721691,0.698000,0.934500
1775750041.726680,0.698000,0.933300
1775750041.731684,0.698000,0.931800
1775750041.740014,0.698000,0.933300
1775750041.743354,0.697700,0.934200
1775750041.747526,0.698000,0.933300
1775750041.751684,0.697400,0.931800
1775750041.756706,0.698000,0.933300
1775750041.761674,0.697700,0.934800
1775750041.766677,0.698600,0.933300
1775750041.771677,0.698000,0.932100
1775750041.776669,0.698900,0.933300
1775750041.781668,0.697700,0.934500
1775750041.789350,0.698000,0.933000
1775750041.793918,0.697400,0.932100
1775750041.796698,0.698000,0.933300
1775750041.801694,0.698600,0.934500
1775750041.806696,0.698000,0.933000
1775750041.811683,0.699200,0.932400
1775750041.816679,0.698600,0.933000
1775750041.821680,0.699200,0.934500
1775750041.826682,0.699200,0.933000
1775750041.831702,0.698000,0.931800
1775750041.840381,0.699200,0.933600
1775750041.843742,0.698600,0.934500
1775750041.846855,0.700100,0.933300
1775750041.851678,0.698600,0.931800
1775750041.856672,0.699200,0.933600
1775750041.861681,0.698600,0.934200
1775750041.866688,0.698000,0.933000
1775750041.871684,0.698900,0.931800
1775750041.876686,0.698900,0.933300
1775750041.881694,0.698900,0.934500
1775750041.889485,0.698000,0.933000
1775750041.893996,0.698900,0.931800
1775750041.897388,0.699200,0.933300
1775750041.901690,1.027300,0.948500
1775750041.906681,1.861700,0.989400
1775750041.911686,2.215400,1.020000
1775750041.916698,1.968800,1.029400
1775750041.921689,1.634900,1.025500
1775750041.926690,1.540600,1.020300
1775750041.931689,1.353200,1.011400
1775750041.939977,1.167400,0.998600
1775750041.943492,1.020000,0.985500
1775750041.946707,0.916200,0.974500
1775750041.951691,0.844500,0.959200
1775750041.956678,0.797800,0.950400
1775750041.961679,0.766300,0.945200
1775750041.966696,0.745300,0.940900
1775750041.971695,0.734300,0.936300
1775750041.976688,0.725800,0.936300
1775750041.981675,1.242100,0.956800
1775750041.989090,2.074100,0.999800
1775750041.993869,2.746400,1.039800
1775750041.996936,3.208200,1.078300
1775750042.001717,3.528400,1.109400
1775750042.006684,3.748400,1.134100
1775750042.011686,3.890000,1.151200
1775750042.016686,3.978800,1.166800
1775750042.021684,4.027300,1.178700
1775750042.026698,4.043800,1.183200
1775750042.031677,4.044700,1.183800
1775750042.039737,4.031300,1.187200
1775750042.043290,4.009300,1.190300
1775750042.046731,3.977300,1.189300
1775750042.051687,3.942500,1.183500
1775750042.056674,3.904400,1.181100
1775750042.061688,3.863800,1.180500
1775750042.066686,3.822300,1.177400
1775750042.071695,3.780100,1.174100
1775750042.076697,3.738300,1.174700
1775750042.081700,3.697100,1.175900
1775750042.090079,3.653800,1.166100
1775750042.094144,3.611700,1.156700
1775750042.096701,3.447500,1.147500
1775750042.101691,3.202400,1.140500
1775750042.106687,3.177700,1.129200
1775750042.111678,3.122700,1.117900
1775750042.116694,2.634400,1.095300
1775750042.121689,2.151600,1.078300
1775750042.126693,2.334100,1.082500
1775750042.131682,2.286200,1.082500
1775750042.138820,1.951100,1.069700
1775750042.143352,1.633100,1.049900
1775750042.147414,1.436600,1.030300
1775750042.151686,1.254700,1.008400
1775750042.156701,1.109100,0.994900
1775750042.161695,0.999200,0.982100
1775750042.166684,0.921400,0.973000
1775750042.171697,0.863700,0.965600
1775750042.176687,0.824000,0.956500
1775750042.181692,0.792000,0.949500
1775750042.188820,0.771200,0.942700
1775750042.193575,0.756300,0.937300
1775750042.196700,0.745000,0.937300
1775750042.203301,0.735800,0.937300
1775750042.206671,0.732200,0.935700
1775750042.211665,0.728200,0.933000
1775750042.216677,0.723300,0.934200
1775750042.221687,0.721500,0.935700
1775750042.226702,0.718700,0.934200
1775750042.231692,0.717200,0.932100
1775750042.240743,0.714800,0.933600
1775750042.244408,0.713800,0.935400
1775750042.246706,0.712600,0.933600
1775750042.251699,0.711400,0.931800
1775750042.256687,0.711100,0.933000
1775750042.261681,0.709600,0.935100
1775750042.266691,0.709000,0.933900
1775750042.271690,0.709000,0.931500
1775750042.276683,0.707700,0.933000
1775750042.281678,0.707700,0.935100
1775750042.288411,0.707400,0.933900
1775750042.292802,0.707100,0.931500
1775750042.296688,0.706500,0.933000
1775750042.301689,0.705900,0.935100
1775750042.306673,0.706200,0.933900
1775750042.311699,0.705300,0.931800
1775750042.316684,0.705300,0.933300
1775750042.321681,0.704700,0.934800
1775750042.326685,0.705000,0.933600
1775750042.331689,0.705000,0.931800
1775750042.340152,0.705000,0.933300
1775750042.344606,0.704700,0.935100
1775750042.346699,0.704100,0.933600
1775750042.351699,0.702900,0.931800
1775750042.356684,0.705000,0.933000
1775750042.361690,0.703800,0.935400
1775750042.366686,0.704100,0.933600
1775750042.371693,0.703800,0.931800
1775750042.376685,0.702900,0.933000
1775750042.381688,0.702900,0.934800
1775750042.390653,0.702900,0.933600
1775750042.394098,0.702900,0.931800
1775750042.396719,0.702600,0.933300
1775750042.401692,0.702900,0.934800
1775750042.406689,0.702900,0.933900
1775750042.411701,0.702900,0.931500
1775750042.416688,0.702900,0.933300
1775750042.421687,0.703500,0.934500
1775750042.426694,0.701600,0.933300
1775750042.431691,0.702900,0.931800
1775750042.439662,0.702900,0.933000
1775750042.444479,0.702300,0.934800
1775750042.447237,0.702900,0.933300
1775750042.451699,0.701600,0.931800
1775750042.456685,0.702600,0.932700
1775750042.461690,0.702900,0.934800
1775750042.466686,0.701600,0.933300
1775750042.471697,0.701900,0.932100
1775750042.476701,0.702300,0.933000
1775750042.481693,0.701300,0.934500
1775750042.489059,0.701600,0.933900
1775750042.494200,0.701600,0.931500
1775750042.496761,0.701900,0.933000
1775750042.501684,0.701600,0.935100
1775750042.506745,0.700700,0.933000
1775750042.511674,0.701600,0.931800
1775750042.516684,0.700700,0.933000
1775750042.521699,0.701600,0.934800
1775750042.526692,0.701600,0.933600
1775750042.531695,0.701300,0.931100
1775750042.540265,0.701300,0.933300
1775750042.542535,0.701000,0.934800
1775750042.546707,0.701000,0.933900
1775750042.551706,0.700400,0.931800
1775750042.556690,0.700400,0.933000
1775750042.561688,0.701300,0.934800
1775750042.566696,0.702600,0.933300
1775750042.571694,0.701000,0.931500
1775750042.576684,0.700700,0.933000
1775750042.581681,0.701300,0.934800
1775750042.590588,0.700400,0.933300
1775750042.594001,0.700100,0.931800
1775750042.596881,0.701300,0.933000
1775750042.601703,0.701300,0.934800
1775750042.606693,0.700400,0.933600
1775750042.611684,0.700400,0.931800
1775750042.616699,0.701000,0.933000
1775750042.621694,0.701600,0.934500
1775750042.626685,1.343800,0.962300
1775750042.631695,1.976400,0.998300
1775750042.639727,1.869300,1.016600
1775750042.644415,1.605000,1.018100
1775750042.646723,2.023700,1.035500
1775750042.651699,2.256600,1.055400
1775750042.656680,1.968500,1.052900
1775750042.661695,1.624200,1.039500
1775750042.666706,1.342600,1.022400
1775750042.671682,1.137500,1.002600
1775750042.676690,0.997100,0.987300
1775750042.681683,0.898200,0.977200
1775750042.690761,0.831700,0.961700
1775750042.695391,0.784300,0.949200
1775750042.696690,0.755700,0.943700
1775750042.701680,0.735800,0.941500
1775750042.706719,0.722400,0.937300
1775750042.711692,0.717200,0.934200
1775750042.716683,0.710500,0.934500
1775750042.721697,0.707400,0.936000
1775750042.726686,0.702900,0.934500
1775750042.731684,0.701000,0.932100
1775750042.740195,0.699200,0.933600
1775750042.744160,0.698000,0.935400
1775750042.746724,0.696800,0.933600
1775750042.751684,0.696800,0.931800
1775750042.756753,0.695500,0.932700
1775750042.761700,0.695800,0.934800
1775750042.766690,0.695200,0.933600
1775750042.771684,0.694900,0.931500
1775750042.776683,0.694300,0.933000
1775750042.781684,0.694900,0.934500
1775750042.788717,0.694000,0.933000
1775750042.794966,0.694600,0.931500
1775750042.796712,0.694300,0.933000
1775750042.801706,0.693700,0.934800
1775750042.806685,0.694000,0.933300
1775750042.811683,0.694000,0.931500
1775750042.816681,0.693700,0.932700
1775750042.821697,0.693100,0.934500
1775750042.826697,0.694300,0.933300
1775750042.831688,0.694000,0.931100
1775750042.839503,0.693400,0.933000
1775750042.842981,0.693100,0.934800
1775750042.846768,0.694000,0.933300
1775750042.851697,0.693100,0.931800
1775750042.856685,0.693100,0.933300
1775750042.861694,0.693100,0.935400
1775750042.866686,0.693100,0.933900
1775750042.871682,0.693100,0.931800
1775750042.876693,0.693100,0.933300
1775750042.881693,0.694300,0.934500
1775750042.890128,0.694300,0.933300
1775750042.899704,0.694300,0.931500
1775750042.899790,0.693700,0.933300
1775750042.901746,0.694300,0.935400
1775750042.907805,0.693100,0.933900
1775750042.911858,0.693100,0.931800
1775750042.916715,0.694300,0.932700
1775750042.921705,0.695200,0.935100
1775750042.926716,0.694300,0.933300
1775750042.931706,0.694600,0.931500
1775750042.943010,0.694000,0.932700
1775750042.945004,0.694000,0.934800
1775750042.946833,0.694300,0.933900
1775750042.951689,0.694000,0.931500
1775750042.956692,0.694600,0.933000
1775750042.961682,0.694600,0.934800
1775750042.966738,0.694300,0.933900
